frame_cnt,latitude,longitude,altitude,yaw,pitch,roll,focal_len
2534,36.400090,127.419630,101.644,34.0,-29.8,0.0,24.00
2535,36.400090,127.419630,101.644,34.0,-29.8,0.0,24.00
2536,36.400090,127.419630,101.644,34.3,-29.8,0.0,24.00
2537,36.400096,127.419635,101.645,34.3,-29.8,0.0,24.00
2538,36.400096,127.419635,101.645,34.3,-29.8,0.0,24.00
2539,36.400096,127.419635,101.645,34.5,-29.8,0.0,24.00
2540,36.400102,127.419639,101.644,34.5,-29.8,0.0,24.00
2541,36.400102,127.419639,101.644,34.5,-29.8,0.0,24.00
2542,36.400102,127.419639,101.644,34.7,-29.8,0.0,24.00
2543,36.400108,127.419644,101.642,34.7,-29.8,0.0,24.00
2544,36.400108,127.419644,101.642,34.7,-29.8,0.0,24.00
2545,36.400108,127.419644,101.642,34.9,-29.8,0.0,24.00
2546,36.400114,127.419649,101.642,34.9,-29.8,0.0,24.00
2547,36.400114,127.419649,101.642,34.9,-29.8,0.0,24.00
2548,36.400114,127.419649,101.642,34.9,-29.8,0.0,24.00
2549,36.400121,127.419654,101.643,34.9,-29.8,0.0,24.00
2550,36.400121,127.419654,101.643,34.9,-29.8,0.0,24.00
2551,36.400121,127.419654,101.643,34.9,-29.8,0.0,24.00
2552,36.400126,127.419659,101.644,34.9,-29.8,0.0,24.00
2553,36.400126,127.419659,101.644,34.9,-29.8,0.0,24.00
2554,36.400126,127.419659,101.644,34.9,-29.8,0.0,24.00
2555,36.400132,127.419664,101.644,34.9,-29.8,0.0,24.00
2556,36.400132,127.419664,101.644,34.9,-29.8,0.0,24.00
2557,36.400132,127.419664,101.644,34.9,-29.8,0.0,24.00
2558,36.400138,127.419669,101.644,34.9,-29.8,0.0,24.00
2559,36.400138,127.419669,101.644,34.9,-29.8,0.0,24.00
2560,36.400138,127.419669,101.644,34.9,-29.8,0.0,24.00
2561,36.400144,127.419673,101.646,34.9,-29.8,0.0,24.00
2562,36.400144,127.419673,101.646,34.9,-29.8,0.0,24.00
2563,36.400144,127.419673,101.646,34.9,-29.8,0.0,24.00
2564,36.400151,127.419678,101.647,34.9,-29.8,0.0,24.00
2565,36.400151,127.419678,101.647,34.9,-29.8,0.0,24.00
2566,36.400151,127.419678,101.647,34.9,-29.8,0.0,24.00
2567,36.400156,127.419683,101.646,34.9,-29.8,0.0,24.00
2568,36.400156,127.419683,101.646,34.9,-29.8,0.0,24.00
2569,36.400156,127.419683,101.646,34.9,-29.8,0.0,24.00
2570,36.400163,127.419688,101.646,34.9,-29.8,0.0,24.00
2571,36.400163,127.419688,101.646,34.9,-29.8,0.0,24.00
2572,36.400163,127.419688,101.646,34.9,-29.8,0.0,24.00
2573,36.400169,127.419693,101.646,34.9,-29.8,0.0,24.00
2574,36.400169,127.419693,101.646,34.9,-29.8,0.0,24.00
2575,36.400169,127.419693,101.646,34.9,-29.8,0.0,24.00
2576,36.400175,127.419698,101.646,34.9,-29.8,0.0,24.00
2577,36.400175,127.419698,101.646,34.9,-29.8,0.0,24.00
2578,36.400175,127.419698,101.646,34.9,-29.8,0.0,24.00
2579,36.400181,127.419703,101.646,34.9,-29.8,0.0,24.00
2580,36.400181,127.419703,101.646,34.9,-29.8,0.0,24.00
2581,36.400181,127.419703,101.646,34.9,-29.8,0.0,24.00
2582,36.400187,127.419708,101.646,34.9,-29.8,0.0,24.00
2583,36.400187,127.419708,101.646,34.9,-29.8,0.0,24.00
2584,36.400187,127.419708,101.646,34.9,-29.8,0.0,24.00
2585,36.400193,127.419712,101.644,34.9,-29.8,0.0,24.00
2586,36.400193,127.419712,101.644,34.9,-29.8,0.0,24.00
2587,36.400193,127.419712,101.644,34.9,-29.8,0.0,24.00
2588,36.400199,127.419717,101.645,34.9,-29.8,0.0,24.00
2589,36.400199,127.419717,101.645,34.9,-29.8,0.0,24.00
2590,36.400199,127.419717,101.645,34.9,-29.8,0.0,24.00
2591,36.400205,127.419722,101.646,34.9,-29.8,0.0,24.00
2592,36.400205,127.419722,101.646,34.9,-29.8,0.0,24.00
2593,36.400205,127.419722,101.646,34.9,-29.8,0.0,24.00
2594,36.400211,127.419727,101.646,34.9,-29.8,0.0,24.00
2595,36.400211,127.419727,101.646,34.9,-29.8,0.0,24.00
2596,36.400211,127.419727,101.646,34.9,-29.8,0.0,24.00
2597,36.400217,127.419732,101.646,34.9,-29.8,0.0,24.00
2598,36.400217,127.419732,101.646,34.9,-29.8,0.0,24.00
2599,36.400217,127.419732,101.646,34.9,-29.8,0.0,24.00
2600,36.400224,127.419737,101.646,34.9,-29.8,0.0,24.00
2601,36.400224,127.419737,101.646,34.9,-29.8,0.0,24.00
2602,36.400224,127.419737,101.646,34.9,-29.8,0.0,24.00
2603,36.400230,127.419741,101.644,34.9,-29.8,0.0,24.00
2604,36.400230,127.419741,101.644,34.9,-29.8,0.0,24.00
2605,36.400230,127.419741,101.644,34.9,-29.8,0.0,24.00
2606,36.400236,127.419746,101.644,34.9,-29.8,0.0,24.00
2607,36.400236,127.419746,101.644,34.9,-29.8,0.0,24.00
2608,36.400236,127.419746,101.644,34.9,-29.8,0.0,24.00
2609,36.400242,127.419751,101.643,34.9,-29.8,0.0,24.00
2610,36.400242,127.419751,101.643,34.9,-29.8,0.0,24.00
2611,36.400242,127.419751,101.643,34.9,-29.8,0.0,24.00
2612,36.400248,127.419756,101.643,34.9,-29.8,0.0,24.00
2613,36.400248,127.419756,101.643,34.9,-29.8,0.0,24.00
2614,36.400248,127.419756,101.643,34.9,-29.8,0.0,24.00
2615,36.400254,127.419760,101.643,34.9,-29.8,0.0,24.00
2616,36.400254,127.419760,101.643,34.9,-29.8,0.0,24.00
2617,36.400254,127.419760,101.643,34.9,-29.8,0.0,24.00
2618,36.400260,127.419765,101.642,34.9,-29.8,0.0,24.00
2619,36.400260,127.419765,101.642,34.9,-29.8,0.0,24.00
2620,36.400260,127.419765,101.642,34.9,-29.8,0.0,24.00
2621,36.400266,127.419770,101.642,34.9,-29.8,0.0,24.00
2622,36.400266,127.419770,101.642,34.9,-29.8,0.0,24.00
2623,36.400266,127.419770,101.642,34.9,-29.8,0.0,24.00
2624,36.400272,127.419775,101.641,34.9,-29.8,0.0,24.00
2625,36.400272,127.419775,101.641,34.9,-29.8,0.0,24.00
2626,36.400272,127.419775,101.641,34.9,-29.8,0.0,24.00
2627,36.400278,127.419780,101.640,34.9,-29.8,0.0,24.00
2628,36.400278,127.419780,101.640,34.9,-29.8,0.0,24.00
2629,36.400278,127.419780,101.640,34.9,-29.8,0.0,24.00
2630,36.400284,127.419785,101.639,34.9,-29.8,0.0,24.00
2631,36.400284,127.419785,101.639,34.9,-29.8,0.0,24.00
2632,36.400284,127.419785,101.639,34.9,-29.8,0.0,24.00
2633,36.400290,127.419789,101.637,34.9,-29.8,0.0,24.00
2634,36.400290,127.419789,101.637,34.9,-29.8,0.0,24.00
2635,36.400290,127.419789,101.637,34.9,-29.8,0.0,24.00
2636,36.400297,127.419794,101.636,34.9,-29.8,0.0,24.00
2637,36.400297,127.419794,101.636,34.9,-29.8,0.0,24.00
2638,36.400297,127.419794,101.636,34.9,-29.8,0.0,24.00
2639,36.400303,127.419800,101.637,34.9,-29.8,0.0,24.00
2640,36.400303,127.419800,101.637,34.9,-29.8,0.0,24.00
2641,36.400303,127.419800,101.637,34.9,-29.8,0.0,24.00
2642,36.400309,127.419804,101.637,34.9,-29.8,0.0,24.00
2643,36.400309,127.419804,101.637,34.9,-29.8,0.0,24.00
2644,36.400309,127.419804,101.637,34.9,-29.8,0.0,24.00
2645,36.400315,127.419809,101.639,34.9,-29.8,0.0,24.00
2646,36.400315,127.419809,101.639,34.9,-29.8,0.0,24.00
2647,36.400315,127.419809,101.639,34.9,-29.8,0.0,24.00
2648,36.400321,127.419814,101.640,34.9,-29.8,0.0,24.00
2649,36.400321,127.419814,101.640,34.9,-29.8,0.0,24.00
2650,36.400321,127.419814,101.640,34.9,-29.8,0.0,24.00
2651,36.400327,127.419818,101.640,34.9,-29.8,0.0,24.00
2652,36.400327,127.419818,101.640,34.9,-29.8,0.0,24.00
2653,36.400327,127.419818,101.640,34.9,-29.8,0.0,24.00
2654,36.400333,127.419823,101.638,34.9,-29.8,0.0,24.00
2655,36.400333,127.419823,101.638,34.9,-29.8,0.0,24.00
2656,36.400333,127.419823,101.638,34.9,-29.8,0.0,24.00
2657,36.400339,127.419828,101.636,34.9,-29.8,0.0,24.00
2658,36.400339,127.419828,101.636,34.9,-29.8,0.0,24.00
2659,36.400339,127.419828,101.636,34.9,-29.8,0.0,24.00
2660,36.400345,127.419833,101.635,34.9,-29.8,0.0,24.00
2661,36.400345,127.419833,101.635,34.9,-29.8,0.0,24.00
2662,36.400345,127.419833,101.635,34.9,-29.8,0.0,24.00
2663,36.400351,127.419838,101.634,34.9,-29.8,0.0,24.00
2664,36.400351,127.419838,101.634,34.9,-29.8,0.0,24.00
2665,36.400351,127.419838,101.634,34.9,-29.8,0.0,24.00
2666,36.400357,127.419842,101.635,34.9,-29.8,0.0,24.00
2667,36.400357,127.419842,101.635,34.9,-29.8,0.0,24.00
2668,36.400357,127.419842,101.635,34.9,-29.8,0.0,24.00
2669,36.400364,127.419848,101.635,34.9,-29.8,0.0,24.00
2670,36.400364,127.419848,101.635,34.9,-29.8,0.0,24.00
2671,36.400364,127.419848,101.635,34.9,-29.8,0.0,24.00
2672,36.400369,127.419852,101.635,34.9,-29.8,0.0,24.00
2673,36.400369,127.419852,101.635,34.9,-29.8,0.0,24.00
2674,36.400369,127.419852,101.635,34.9,-29.8,0.0,24.00
2675,36.400376,127.419857,101.635,34.9,-29.8,0.0,24.00
2676,36.400376,127.419857,101.635,34.9,-29.8,0.0,24.00
2677,36.400376,127.419857,101.635,34.9,-29.8,0.0,24.00
2678,36.400382,127.419861,101.636,34.9,-29.8,0.0,24.00
2679,36.400382,127.419861,101.636,34.9,-29.8,0.0,24.00
2680,36.400382,127.419861,101.636,34.9,-29.8,0.0,24.00
2681,36.400388,127.419866,101.637,34.9,-29.8,0.0,24.00
2682,36.400388,127.419866,101.637,34.9,-29.8,0.0,24.00
2683,36.400388,127.419866,101.637,34.9,-29.8,0.0,24.00
2684,36.400394,127.419871,101.637,34.9,-29.8,0.0,24.00
2685,36.400394,127.419871,101.637,34.9,-29.8,0.0,24.00
2686,36.400394,127.419871,101.637,34.9,-29.8,0.0,24.00
2687,36.400400,127.419876,101.635,34.9,-29.8,0.0,24.00
2688,36.400400,127.419876,101.635,34.9,-29.8,0.0,24.00
2689,36.400400,127.419876,101.635,34.9,-29.8,0.0,24.00
2690,36.400406,127.419881,101.635,34.9,-29.8,0.0,24.00
2691,36.400406,127.419881,101.635,34.9,-29.8,0.0,24.00
2692,36.400406,127.419881,101.635,34.9,-29.8,0.0,24.00
2693,36.400412,127.419885,101.633,34.9,-29.8,0.0,24.00
2694,36.400412,127.419885,101.633,34.9,-29.8,0.0,24.00
2695,36.400412,127.419885,101.633,34.9,-29.8,0.0,24.00
2696,36.400412,127.419885,101.633,34.9,-29.8,0.0,24.00
2697,36.400418,127.419890,101.632,34.9,-29.8,0.0,24.00
2698,36.400418,127.419890,101.632,34.9,-29.8,0.0,24.00
2699,36.400425,127.419896,101.633,34.9,-29.8,0.0,24.00
2700,36.400425,127.419896,101.633,34.9,-29.8,0.0,24.00
2701,36.400425,127.419896,101.633,34.9,-29.8,0.0,24.00
2702,36.400431,127.419900,101.633,34.9,-29.8,0.0,24.00
2703,36.400431,127.419900,101.633,34.9,-29.8,0.0,24.00
2704,36.400431,127.419900,101.633,34.9,-29.8,0.0,24.00
2705,36.400437,127.419904,101.633,34.9,-29.8,0.0,24.00
2706,36.400437,127.419904,101.633,34.9,-29.8,0.0,24.00
2707,36.400437,127.419904,101.633,34.9,-29.8,0.0,24.00
2708,36.400443,127.419909,101.634,34.9,-29.8,0.0,24.00
2709,36.400443,127.419909,101.634,34.9,-29.8,0.0,24.00
2710,36.400443,127.419909,101.634,34.9,-29.8,0.0,24.00
2711,36.400449,127.419914,101.635,34.9,-29.8,0.0,24.00
2712,36.400449,127.419914,101.635,34.9,-29.8,0.0,24.00
2713,36.400449,127.419914,101.635,34.9,-29.8,0.0,24.00
2714,36.400455,127.419919,101.636,34.9,-29.8,0.0,24.00
2715,36.400455,127.419919,101.636,34.9,-29.8,0.0,24.00
2716,36.400455,127.419919,101.636,34.9,-29.8,0.0,24.00
2717,36.400461,127.419923,101.639,34.9,-29.8,0.0,24.00
2718,36.400461,127.419923,101.639,34.9,-29.8,0.0,24.00
2719,36.400461,127.419923,101.639,34.9,-29.8,0.0,24.00
2720,36.400468,127.419928,101.640,34.9,-29.8,0.0,24.00
2721,36.400468,127.419928,101.640,34.9,-29.8,0.0,24.00
2722,36.400468,127.419928,101.640,34.9,-29.8,0.0,24.00
2723,36.400473,127.419933,101.641,34.9,-29.8,0.0,24.00
2724,36.400473,127.419933,101.641,34.9,-29.8,0.0,24.00
2725,36.400473,127.419933,101.641,34.9,-29.8,0.0,24.00
2726,36.400480,127.419938,101.643,34.9,-29.8,0.0,24.00
2727,36.400480,127.419938,101.643,34.9,-29.8,0.0,24.00
2728,36.400480,127.419938,101.643,34.9,-29.8,0.0,24.00
2729,36.400486,127.419943,101.645,34.9,-29.8,0.0,24.00
2730,36.400486,127.419943,101.645,34.9,-29.8,0.0,24.00
2731,36.400486,127.419943,101.645,34.9,-29.8,0.0,24.00
2732,36.400492,127.419948,101.646,34.9,-29.8,0.0,24.00
2733,36.400492,127.419948,101.646,34.9,-29.8,0.0,24.00
2734,36.400492,127.419948,101.646,34.9,-29.8,0.0,24.00
2735,36.400498,127.419953,101.648,34.9,-29.8,0.0,24.00
2736,36.400498,127.419953,101.648,34.9,-29.8,0.0,24.00
2737,36.400498,127.419953,101.648,34.9,-29.8,0.0,24.00
2738,36.400504,127.419957,101.651,34.9,-29.8,0.0,24.00
2739,36.400504,127.419957,101.651,34.9,-29.8,0.0,24.00
2740,36.400504,127.419957,101.651,34.9,-29.8,0.0,24.00
2741,36.400510,127.419962,101.653,34.9,-29.8,0.0,24.00
2742,36.400510,127.419962,101.653,34.9,-29.8,0.0,24.00
2743,36.400510,127.419962,101.653,34.8,-29.8,0.0,24.00
2744,36.400516,127.419967,101.656,34.8,-29.8,0.0,24.00
2745,36.400516,127.419967,101.656,34.8,-29.8,0.0,24.00
2746,36.400516,127.419967,101.656,34.7,-29.8,0.0,24.00
2747,36.400522,127.419972,101.660,34.7,-29.8,0.0,24.00
2748,36.400522,127.419972,101.660,34.7,-29.8,0.0,24.00
2749,36.400522,127.419972,101.660,34.6,-29.8,0.0,24.00
2750,36.400528,127.419977,101.665,34.6,-29.8,0.0,24.00
2751,36.400528,127.419977,101.665,34.6,-29.8,0.0,24.00
2752,36.400528,127.419977,101.665,34.4,-29.8,0.0,24.00
2753,36.400534,127.419982,101.670,34.4,-29.8,0.0,24.00
2754,36.400534,127.419982,101.670,34.4,-29.8,0.0,24.00
2755,36.400534,127.419982,101.670,34.3,-29.8,0.0,24.00
2756,36.400534,127.419982,101.670,34.3,-29.8,0.0,24.00
2757,36.400540,127.419986,101.674,34.3,-29.8,0.0,24.00
2758,36.400540,127.419986,101.674,34.2,-29.8,0.0,24.00
2759,36.400547,127.419992,101.677,34.2,-29.8,0.0,24.00
2760,36.400547,127.419992,101.677,34.2,-29.8,0.0,24.00
2761,36.400547,127.419992,101.677,34.1,-29.8,0.0,24.00
2762,36.400552,127.419996,101.681,34.1,-29.8,0.0,24.00
2763,36.400552,127.419996,101.681,34.1,-29.8,0.0,24.00
2764,36.400552,127.419996,101.681,34.0,-29.8,0.0,24.00
2765,36.400558,127.420000,101.686,34.0,-29.8,0.0,24.00
2766,36.400558,127.420000,101.686,34.0,-29.8,0.0,24.00
2767,36.400558,127.420000,101.686,33.9,-29.8,0.0,24.00
2768,36.400565,127.420005,101.691,33.9,-29.8,0.0,24.00
2769,36.400565,127.420005,101.691,33.9,-29.8,0.0,24.00
2770,36.400565,127.420005,101.691,33.8,-29.8,0.0,24.00
2771,36.400571,127.420010,101.695,33.8,-29.8,0.0,24.00
2772,36.400571,127.420010,101.695,33.8,-29.8,0.0,24.00
2773,36.400571,127.420010,101.695,33.7,-29.8,0.0,24.00
2774,36.400577,127.420015,101.700,33.7,-29.8,0.0,24.00
2775,36.400577,127.420015,101.700,33.7,-29.8,0.0,24.00
2776,36.400577,127.420015,101.700,33.6,-29.8,0.0,24.00
2777,36.400583,127.420019,101.706,33.6,-29.8,0.0,24.00
2778,36.400583,127.420019,101.706,33.6,-29.8,0.0,24.00
2779,36.400583,127.420019,101.706,33.6,-29.8,0.0,24.00
2780,36.400589,127.420024,101.711,33.6,-29.8,0.0,24.00
2781,36.400589,127.420024,101.711,33.6,-29.8,0.0,24.00
2782,36.400589,127.420024,101.711,33.5,-29.8,0.0,24.00
2783,36.400595,127.420028,101.716,33.5,-29.8,0.0,24.00
2784,36.400595,127.420028,101.716,33.5,-29.8,0.0,24.00
2785,36.400595,127.420028,101.716,33.4,-29.8,0.0,24.00
2786,36.400602,127.420033,101.720,33.4,-29.8,0.0,24.00
2787,36.400602,127.420033,101.720,33.4,-29.8,0.0,24.00
2788,36.400602,127.420033,101.720,33.3,-29.8,0.0,24.00
2789,36.400608,127.420038,101.726,33.3,-29.8,0.0,24.00
2790,36.400608,127.420038,101.726,33.3,-29.8,0.0,24.00
2791,36.400608,127.420038,101.726,33.2,-29.8,0.0,24.00
2792,36.400614,127.420042,101.731,33.2,-29.8,0.0,24.00
2793,36.400614,127.420042,101.731,33.2,-29.8,0.0,24.00
2794,36.400614,127.420042,101.731,33.2,-29.8,0.0,24.00
2795,36.400620,127.420047,101.736,33.2,-29.8,0.0,24.00
2796,36.400620,127.420047,101.736,33.2,-29.8,0.0,24.00
2797,36.400620,127.420047,101.736,33.1,-29.8,0.0,24.00
2798,36.400626,127.420051,101.742,33.1,-29.8,0.0,24.00
2799,36.400626,127.420051,101.742,33.1,-29.8,0.0,24.00
2800,36.400626,127.420051,101.742,33.0,-29.8,0.0,24.00
2801,36.400632,127.420056,101.749,33.0,-29.8,0.0,24.00
2802,36.400632,127.420056,101.749,33.0,-29.8,0.0,24.00
2803,36.400632,127.420056,101.749,33.0,-29.8,0.0,24.00
2804,36.400639,127.420060,101.753,33.0,-29.8,0.0,24.00
2805,36.400639,127.420060,101.753,33.0,-29.8,0.0,24.00
2806,36.400639,127.420060,101.753,32.9,-29.8,0.0,24.00
2807,36.400644,127.420065,101.760,32.9,-29.8,0.0,24.00
2808,36.400644,127.420065,101.760,32.9,-29.8,0.0,24.00
2809,36.400644,127.420065,101.760,32.9,-29.8,0.0,24.00
2810,36.400650,127.420070,101.765,32.9,-29.8,0.0,24.00
2811,36.400650,127.420070,101.765,32.9,-29.8,0.0,24.00
2812,36.400650,127.420070,101.765,32.9,-29.8,0.0,24.00
2813,36.400657,127.420075,101.769,32.9,-29.8,0.0,24.00
2814,36.400657,127.420075,101.769,32.9,-29.8,0.0,24.00
2815,36.400657,127.420075,101.769,32.8,-29.8,0.0,24.00
2816,36.400663,127.420080,101.774,32.8,-29.8,0.0,24.00
2817,36.400663,127.420080,101.774,32.8,-29.8,0.0,24.00
2818,36.400663,127.420080,101.774,32.8,-29.8,0.0,24.00
2819,36.400670,127.420085,101.780,32.8,-29.8,0.0,24.00
2820,36.400670,127.420085,101.780,32.8,-29.8,0.0,24.00
2821,36.400670,127.420085,101.780,32.8,-29.8,0.0,24.00
2822,36.400675,127.420089,101.785,32.8,-29.8,0.0,24.00
2823,36.400675,127.420089,101.785,32.8,-29.8,0.0,24.00
2824,36.400675,127.420089,101.785,32.7,-29.8,0.0,24.00
2825,36.400681,127.420094,101.789,32.7,-29.8,0.0,24.00
2826,36.400681,127.420094,101.789,32.7,-29.8,0.0,24.00
2827,36.400681,127.420094,101.789,32.7,-29.8,0.0,24.00
2828,36.400687,127.420099,101.795,32.7,-29.8,0.0,24.00
2829,36.400687,127.420099,101.795,32.7,-29.8,0.0,24.00
2830,36.400687,127.420099,101.795,32.7,-29.8,0.0,24.00
2831,36.400693,127.420104,101.801,32.7,-29.8,0.0,24.00
2832,36.400693,127.420104,101.801,32.7,-29.8,0.0,24.00
2833,36.400693,127.420104,101.801,32.6,-29.8,0.0,24.00
2834,36.400699,127.420109,101.805,32.6,-29.8,0.0,24.00
2835,36.400699,127.420109,101.805,32.6,-29.8,0.0,24.00
2836,36.400699,127.420109,101.805,32.6,-29.8,0.0,24.00
2837,36.400705,127.420114,101.807,32.6,-29.8,0.0,24.00
2838,36.400705,127.420114,101.807,32.6,-29.8,0.0,24.00
2839,36.400705,127.420114,101.807,32.6,-29.8,0.0,24.00
2840,36.400711,127.420119,101.810,32.6,-29.8,0.0,24.00
2841,36.400711,127.420119,101.810,32.6,-29.8,0.0,24.00
2842,36.400711,127.420119,101.810,32.5,-29.8,0.0,24.00
2843,36.400717,127.420124,101.814,32.5,-29.8,0.0,24.00
2844,36.400717,127.420124,101.814,32.5,-29.8,0.0,24.00
2845,36.400717,127.420124,101.814,32.5,-29.8,0.0,24.00
2846,36.400723,127.420129,101.819,32.5,-29.8,0.0,24.00
2847,36.400723,127.420129,101.819,32.5,-29.8,0.0,24.00
2848,36.400723,127.420129,101.819,32.5,-29.8,0.0,24.00
2849,36.400729,127.420134,101.826,32.5,-29.8,0.0,24.00
2850,36.400729,127.420134,101.826,32.5,-29.8,0.0,24.00
2851,36.400729,127.420134,101.826,32.5,-29.8,0.0,24.00
2852,36.400735,127.420139,101.830,32.5,-29.8,0.0,24.00
2853,36.400735,127.420139,101.830,32.5,-29.8,0.0,24.00
2854,36.400735,127.420139,101.830,32.5,-29.8,0.0,24.00
2855,36.400741,127.420144,101.834,32.5,-29.8,0.0,24.00
2856,36.400741,127.420144,101.834,32.5,-29.8,0.0,24.00
2857,36.400741,127.420144,101.834,32.5,-29.8,0.0,24.00
2858,36.400747,127.420149,101.837,32.5,-29.8,0.0,24.00
2859,36.400747,127.420149,101.837,32.5,-29.8,0.0,24.00
2860,36.400747,127.420149,101.837,32.5,-29.8,0.0,24.00
2861,36.400752,127.420153,101.842,32.5,-29.8,0.0,24.00
2862,36.400752,127.420153,101.842,32.5,-29.8,0.0,24.00
2863,36.400752,127.420153,101.842,32.5,-29.8,0.0,24.00
2864,36.400759,127.420158,101.846,32.5,-29.8,0.0,24.00
2865,36.400759,127.420158,101.846,32.5,-29.8,0.0,24.00
2866,36.400759,127.420158,101.846,32.4,-29.8,0.0,24.00
2867,36.400765,127.420163,101.850,32.4,-29.8,0.0,24.00
2868,36.400765,127.420163,101.850,32.4,-29.8,0.0,24.00
2869,36.400765,127.420163,101.850,32.4,-29.8,0.0,24.00
2870,36.400771,127.420167,101.853,32.4,-29.8,0.0,24.00
2871,36.400771,127.420167,101.853,32.4,-29.8,0.0,24.00
2872,36.400771,127.420167,101.853,32.4,-29.8,0.0,24.00
2873,36.400777,127.420172,101.856,32.4,-29.8,0.0,24.00
2874,36.400777,127.420172,101.856,32.4,-29.8,0.0,24.00
2875,36.400777,127.420172,101.856,32.4,-29.8,0.0,24.00
2876,36.400783,127.420177,101.859,32.4,-29.8,0.0,24.00
2877,36.400783,127.420177,101.859,32.4,-29.8,0.0,24.00
2878,36.400783,127.420177,101.859,32.3,-29.8,0.0,24.00
2879,36.400790,127.420182,101.861,32.3,-29.8,0.0,24.00
2880,36.400790,127.420182,101.861,32.3,-29.8,0.0,24.00
2881,36.400790,127.420182,101.861,32.3,-29.8,0.0,24.00
2882,36.400795,127.420186,101.863,32.3,-29.8,0.0,24.00
2883,36.400795,127.420186,101.863,32.3,-29.8,0.0,24.00
2884,36.400795,127.420186,101.863,32.3,-29.8,0.0,24.00
2885,36.400802,127.420190,101.866,32.3,-29.8,0.0,24.00
2886,36.400802,127.420190,101.866,32.3,-29.8,0.0,24.00
2887,36.400802,127.420190,101.866,32.2,-29.8,0.0,24.00
2888,36.400808,127.420195,101.870,32.2,-29.8,0.0,24.00
2889,36.400808,127.420195,101.870,32.2,-29.8,0.0,24.00
2890,36.400808,127.420195,101.870,32.2,-29.8,0.0,24.00
2891,36.400814,127.420200,101.874,32.2,-29.8,0.0,24.00
2892,36.400814,127.420200,101.874,32.2,-29.8,0.0,24.00
2893,36.400814,127.420200,101.874,32.2,-29.8,0.0,24.00
2894,36.400820,127.420204,101.877,32.2,-29.8,0.0,24.00
2895,36.400820,127.420204,101.877,32.2,-29.8,0.0,24.00
2896,36.400820,127.420204,101.877,32.1,-29.8,0.0,24.00
2897,36.400826,127.420209,101.879,32.1,-29.8,0.0,24.00
2898,36.400826,127.420209,101.879,32.1,-29.8,0.0,24.00
2899,36.400826,127.420209,101.879,32.1,-29.8,0.0,24.00
2900,36.400832,127.420213,101.881,32.1,-29.8,0.0,24.00
2901,36.400832,127.420213,101.881,32.1,-29.8,0.0,24.00
2902,36.400832,127.420213,101.881,32.1,-29.8,0.0,24.00
2903,36.400839,127.420218,101.883,32.1,-29.8,0.0,24.00
2904,36.400839,127.420218,101.883,32.1,-29.8,0.0,24.00
2905,36.400839,127.420218,101.883,32.0,-29.8,0.0,24.00
2906,36.400845,127.420222,101.885,32.0,-29.8,0.0,24.00
2907,36.400845,127.420222,101.885,32.0,-29.8,0.0,24.00
2908,36.400845,127.420222,101.885,32.0,-29.8,0.0,24.00
2909,36.400852,127.420227,101.889,32.0,-29.8,0.0,24.00
2910,36.400852,127.420227,101.889,32.0,-29.8,0.0,24.00
2911,36.400852,127.420227,101.889,32.0,-29.8,0.0,24.00
2912,36.400857,127.420231,101.894,32.0,-29.8,0.0,24.00
2913,36.400857,127.420231,101.894,32.0,-29.8,0.0,24.00
2914,36.400857,127.420231,101.894,32.0,-29.8,0.0,24.00
2915,36.400864,127.420236,101.899,32.0,-29.8,0.0,24.00
2916,36.400864,127.420236,101.899,32.0,-29.8,0.0,24.00
2917,36.400864,127.420236,101.899,32.0,-29.8,0.0,24.00
2918,36.400870,127.420241,101.903,32.0,-29.8,0.0,24.00
2919,36.400870,127.420241,101.903,32.0,-29.8,0.0,24.00
2920,36.400870,127.420241,101.903,32.0,-29.8,0.0,24.00
2921,36.400876,127.420245,101.906,32.0,-29.8,0.0,24.00
2922,36.400876,127.420245,101.906,32.0,-29.8,0.0,24.00
2923,36.400876,127.420245,101.906,32.0,-29.8,0.0,24.00
2924,36.400882,127.420250,101.907,32.0,-29.8,0.0,24.00
2925,36.400882,127.420250,101.907,32.0,-29.8,0.0,24.00
2926,36.400882,127.420250,101.907,32.0,-29.8,0.0,24.00
2927,36.400888,127.420255,101.909,32.0,-29.8,0.0,24.00
2928,36.400888,127.420255,101.909,32.0,-29.8,0.0,24.00
2929,36.400888,127.420255,101.909,32.0,-29.8,0.0,24.00
2930,36.400894,127.420259,101.911,32.0,-29.8,0.0,24.00
2931,36.400894,127.420259,101.911,32.0,-29.8,0.0,24.00
2932,36.400894,127.420259,101.911,32.0,-29.8,0.0,24.00
2933,36.400900,127.420264,101.915,32.0,-29.8,0.0,24.00
2934,36.400900,127.420264,101.915,32.0,-29.8,0.0,24.00
2935,36.400900,127.420264,101.915,31.9,-29.8,0.0,24.00
2936,36.400907,127.420269,101.920,31.9,-29.8,0.0,24.00
2937,36.400907,127.420269,101.920,31.9,-29.8,0.0,24.00
2938,36.400907,127.420269,101.920,31.9,-29.8,0.0,24.00
2939,36.400913,127.420274,101.927,31.9,-29.8,0.0,24.00
2940,36.400913,127.420274,101.927,31.9,-29.8,0.0,24.00
2941,36.400913,127.420274,101.927,31.9,-29.8,0.0,24.00
2942,36.400919,127.420278,101.933,31.9,-29.8,0.0,24.00
2943,36.400919,127.420278,101.933,31.9,-29.8,0.0,24.00
